a_lat_kinematic_mps2,action_normalized_steer,collision,cte,delta,dt,heading_error,previous_delta,reward,s,step,success,termination_reason,v,v_ref,x,y,yaw
0.27720433089731944,0.21633104979991913,False,0.0896277278510107,0.12979862987995147,0.05,0.10264471267986774,0.11851283311843872,0.16942970085557282,1.555527604204579,24,0.0,,2.3041495481006256,2.494190167725389,5.809243048826269,13.267186942007367,0.03893413556464642
0.32452555496360447,0.23580317199230194,False,0.10175235660758433,0.14148190319538115,0.05,0.10740394056742186,0.12979862987995147,0.1750935668985876,1.6744282417609917,25,0.0,,2.38664769107633,2.5877118861914776,5.9284849987982025,13.27183187152144,0.04573290934631924
0.37741595284194307,0.25591591000556946,False,0.11482088363492728,0.15354954600334167,0.05,0.11194499608697273,0.14148190319538115,0.18068198639863237,1.7974742362074108,26,0.0,,2.4691064703354093,2.6811269561071054,6.051811241472358,13.277475874755467,0.05337567318368963
0.43629731619843526,0.2766522765159607,False,0.12884582486303375,0.16599136590957642,0.05,0.1162277534195848,0.15354954600334167,0.18618959745591204,1.9246806619696397,27,0.0,,2.5515920560534564,2.774496296189194,6.179209152665927,13.284282288995232,0.06192518475556019
0.5011254318099615,0.2977134883403778,False,0.1437973354276583,0.1786280930042267,0.05,0.12010091933232125,0.16599136590957642,0.19265177995122862,2.0567578341549395,28,0.0,,2.634155546230087,2.8682105384173564,6.310664478882227,13.2924331057459,0.07143725462036299
0.5720214298203585,0.3191955089569092,False,0.1595707828011746,0.1915173053741455,0.05,0.12342766446448028,0.1786280930042267,0.19717190674369084,2.1924877545061623,29,0.0,,2.715778076648014,2.961216455068381,6.446107045550142,13.302125243715025,0.0819687011096577
0.6389390520814681,0.3407778739929199,False,0.17611576697361805,0.20446672439575195,0.05,0.12623257660089982,0.1915173053741455,0.20074798273350367,2.3313242909800027,30,0.0,,2.7754439747930513,3.0536092132819594,6.584413309217108,13.313487487046396,0.09347927487523178
0.7052613236733153,0.3620879352092743,False,0.193209413367646,0.21725276112556458,0.05,0.12814387167140007,0.20446672439575195,0.20587356736601006,2.474374157973246,31,0.0,,2.826232553203801,3.1459280761369675,6.725107969362862,13.326677965371424,0.10595633241378843
0.7713882517758229,0.3833301067352295,False,0.21067725920983907,0.22999806404113768,0.05,0.12920284808030535,0.21725276112556458,0.20628927367596808,2.618569519903356,32,0.0,,2.8699047498027954,3.2362584823162877,6.867798467983521,13.34185376142104,0.11939559815647272
0.8419312965797099,0.4036702513694763,False,0.2285400326400687,0.24220215082168578,0.05,0.12902205555430823,0.22999806404113768,0.21246842786510758,2.767821434686008,33,0.0,,2.9188659413461435,3.327300179046665,7.012702766813328,13.359237378407107,0.13381783120002622
0.9191337495224878,0.4237244427204132,False,0.24641023365124984,0.2542346656322479,0.05,0.12760801677916778,0.24220215082168578,0.21254393284515263,2.9181129576247615,34,0.0,,2.973662347596641,3.4163811621059073,7.160056619541195,13.379074502191541,0.14927240609931403
0.9993490386498195,0.4426146447658539,False,0.26430587430831737,0.2655687868595123,0.05,0.1242500725919422,0.2542346656322479,0.22095375363022554,3.075039365240195,35,0.0,,3.0307455770639042,3.4720489128065264,7.309908735127749,13.401610924633118,0.1657592574901514
1.0815158924989592,0.4609890580177307,False,0.28178949433607314,0.2765934348106384,0.05,0.11935217618775074,0.2655687868595123,0.21967788263682414,3.232165147633492,36,0.0,,3.086220534823572,3.3462035125298484,7.462104676366312,13.427072433709068,0.18328094591610178
1.148268378907303,0.4779023230075836,False,0.29829798175024175,0.28674139380455016,0.05,0.11139786368414395,0.2765934348106384,0.2285088411530568,3.3961797037436967,37,0.0,,3.120170312918277,3.241893964155229,7.6155002072798,13.455506006291678,0.20168167830806727
1.2090942850928368,0.49382200837135315,False,0.313588393382165,0.29629320502281187,0.05,0.10058929667314187,0.28674139380455016,0.2319828555758644,3.563449142918071,38,0.0,,3.1466710670205034,3.16950910100723,7.769644781668258,13.487022624077557,0.22089395470017337
1.269971980673883,0.5083633661270142,False,0.32712298112634713,0.3050180196762085,0.05,0.08641026011916608,0.29629320502281187,0.23600200505622335,3.734225809158337,39,0.0,,3.175557863901731,3.1428173179644467,7.924564685170722,13.521811169121255,0.24089000004247918
1.3310645734426294,0.5212581753730774,False,0.3379904400165511,0.3127549052238464,0.05,0.0699118558664571,0.3050180196762085,0.22940593926531522,3.9012653911826707,40,0.0,,3.2079027474303023,3.2473278948065953,8.080328578932964,13.560076159549219,0.2616366479031238
1.3895123489266934,0.5320414304733276,False,0.34574525426300573,0.31922485828399655,0.05,0.04831977367707596,0.3127549052238464,0.2441407354862048,4.07855937722702,41,0.0,,3.2418744304180658,3.1819476047890753,8.23690591617341,13.602003620946112,0.28306734145326695
1.4485831515188463,0.5415854454040527,False,0.3499212348148217,0.3249512672424316,0.05,0.025868025845273923,0.31922485828399655,0.24767357137633622,4.258423526464737,42,0.0,,3.278652650478626,3.1835990235119582,8.394314561297673,13.647790370627321,0.3051584762263784
1.50673039424534,0.5492175817489624,False,0.35044345557853857,0.32953054904937745,0.05,0.004023317539095572,0.3249512672424316,0.25055099883162707,4.440197065344569,43,0.0,,3.3187493781985666,3.2074771569993037,8.552585611493841,13.697645342877193,0.32785875007265464
1.5642580931470598,0.5549215078353882,False,0.34733947433482576,0.3329529047012329,0.05,-0.016861877133276693,0.32953054904937745,0.2535688880789267,4.6237436440605135,44,0.0,,3.3627486353152056,3.243882275177508,8.711767040087079,13.751788382612709,0.3511173736390938
1.6214881848532179,0.5587412714958191,False,0.3406918351280144,0.33524476289749144,0.05,-0.036488390668679926,0.3329529047012329,0.25680921288813463,4.808985052557545,45,0.0,,3.4110696755988057,3.292990120304591,8.871914882119976,13.810449779814622,0.3748854044778156
1.6778107530293362,0.560746431350708,False,0.3306358323802633,0.33644785881042477,0.05,-0.054593161584869154,0.33524476289749144,0.2602745479335429,4.995858324359475,46,0.0,,3.463104321219326,3.3548654791501655,9.033044397257706,13.873853314421138,0.39910949069359836
1.7323727542821463,0.5609270334243774,False,0.3173558240378743,0.33655622005462643,0.05,-0.070965760114587,0.33644785881042477,0.2639695266405233,5.184326666744892,47,0.0,,3.518351797167279,3.4294959490764048,9.195136167998957,13.942214533540913,0.4237285858573756
1.784681973354034,0.5593434572219849,False,0.3010778286389513,0.3356060743331909,0.05,-0.0854525264807684,0.33655622005462643,0.2679060928086889,5.374392684222887,48,0.0,,3.576528564651192,3.5168358132280004,9.35814758515468,14.015741190688493,0.44867850504707585
1.834220369253509,0.5560579895973206,False,0.282061916915488,0.33363479375839233,0.05,-0.09795742072999492,0.3356060743331909,0.27208645434302453,5.566098557188832,49,0.0,,3.637365993535195,3.6168503549369846,9.522014764348528,14.09463115209276,0.47389208504581015
1.8805465590644288,0.5511574745178223,False,0.2605439447525933,0.33069448471069335,0.05,-0.10920453945141606,0.33363479375839233,0.28303200101300935,5.763886986287585,50,0.0,,3.7006201135660755,3.724515379517147,9.686655143714859,14.179070589232255,0.4993006179585855
1.9225541690603112,0.5444852113723755,False,0.2368078731898085,0.32669112682342527,0.05,-0.11748023255201945,0.33069448471069335,0.28023608975330255,5.958545272767845,51,0.0,,3.766319110611652,3.8275965020684812,9.85198104463458,14.269238463735753,0.5248236035659852
1.960622201577079,0.5364655256271362,False,0.21124425783833886,0.3218793153762817,0.05,-0.12379986159954015,0.32669112682342527,0.28510913227476087,6.1552001083752685,52,0.0,,3.833843718503847,3.928994302875536,10.017873827882259,14.365287818814886,0.5503935321485489
1.9936280181140233,0.5269613265991211,False,0.18417685543474066,0.3161767959594726,0.05,-0.12824620175956047,0.3218793153762817,0.2901589712803226,6.354027228809403,53,0.0,,3.9031701603656708,4.028923310087769,10.184211085795509,14.467360145533851,0.5759321063869733
2.0209393582628072,0.5160137414932251,False,0.1559295928275631,0.309608244895935,0.05,-0.1309256306366069,0.3161767959594726,0.29534764077707776,6.555216659698714,54,0.0,,3.9741340106835543,4.127582584398189,10.35086342011086,14.575579147120557,0.6013582665621207
2.0419098424793294,0.5036584138870239,False,0.12682239358954428,0.30219504833221433,0.05,-0.1319616539568118,0.309608244895935,0.30063731869606714,6.758967263655858,55,0.0,,4.046596912749153,4.225155717611549,10.517698119845038,14.69004988312013,0.6265882299919614
2.055845261030906,0.48992037773132324,False,0.09716772930988549,0.29395222663879395,0.05,-0.13148977993957933,0.30219504833221433,0.3059921673529636,6.965481340544384,56,0.0,,4.120436044726498,4.321810682657258,10.684582542948862,14.810857880876933,0.651535168115926
2.062036549010897,0.4748224914073944,False,0.0672676302477434,0.28489349484443666,0.05,-0.12965305974725094,0.29395222663879395,0.3113804588842379,7.174959897598377,57,0.0,,4.195543078953292,4.417699865586822,10.851387643635203,14.938068386352706,0.6761092996432008
2.0597715705763315,0.45838820934295654,False,0.037411109666434725,0.2750329256057739,0.05,-0.12659848969246434,0.28489349484443666,0.31677620223603836,7.387598658992089,58,0.0,,4.271822672643958,4.5129603084498555,11.017991562768684,15.071725808502215,0.700218113707122
2.048318747934105,0.4406382143497467,False,0.007832824237503441,0.264382928609848,0.05,-0.12246201456180605,0.2750329256057739,0.3222624962572045,7.60365269217937,59,0.0,,4.349191047169865,4.607724910231491,11.184283242653855,15.211853372218009,0.7237663865435957
2.0269021303246055,0.42158544063568115,False,-0.0212608162145886,0.2529512643814087,0.05,-0.11733545005096069,0.264382928609848,0.32716937448797373,7.822927309944949,60,0.0,,4.427577910941878,4.701914838422265,11.350166191504211,15.3584530402748,0.7466559005295101
1.9949219966388483,0.4012831449508667,False,-0.04953542153258558,0.24076988697052001,0.05,-0.11143801678383625,0.2529512643814087,0.33257001842938816,8.045935450769855,61,0.0,,4.506902491519328,4.795821901702865,11.515561454873255,15.51150477017434,0.76878775273169
1.7128889182566671,0.22835081815719604,False,-0.076772767868516,0.20076988697052,0.05,-0.10751185938213803,0.24076988697052001,0.3371376567536924,8.272824306038789,62,0.0,,4.587118196575318,4.889525520244749,11.680411939354443,15.670967778861932,0.7874583956588275
1.4135886471297434,0.20574171841144562,False,-0.1033798225277721,0.16076988697052,0.05,-0.10565448706678149,0.20076988697052,0.3429696960952699,8.503654805801183,63,0.0,,4.668173023174986,4.9830650417510665,11.84511639864197,15.83635229907634,0.8025991010280591
1.0952875052274547,0.18579168617725372,False,-0.12983015611145232,0.12076988697051999,0.05,-0.10593009464667391,0.16076988697052,0.34687972885637935,8.737834990896998,64,0.0,,4.7500196851182865,5.076207835323195,12.01014155339001,16.0071545702056,0.8141283954082379
0.9485894399694379,0.1686636060476303,False,-0.15671111776091542,0.10119816362857818,0.05,-0.10646658252516872,0.12076988697051999,0.35242828420795813,8.976645885474937,65,0.0,,4.832588116136388,5.169413514232395,12.176020725660402,16.18284995989311,0.8239429028437257
0.8821784687849709,0.1516844779253006,False,-0.18397747149587979,0.09101068675518036,0.05,-0.10644267573683219,0.10119816362857818,0.3569594439827268,9.219591781636222,66,0.0,,4.915880697007613,5.262562756608435,12.342996743103832,16.36322101401977,0.8329156436724645
0.8033751500717405,0.13361690938472748,False,-0.2114940944319752,0.08017014563083648,0.05,-0.10596339360755991,0.09101068675518036,0.36136272209321896,9.466771533149256,67,0.0,,4.999849664057522,5.355700628131272,12.51117202380312,16.548189434620845,0.8409496367327658
0.7102244600466581,0.1142912283539772,False,-0.239204803766973,0.06857473701238632,0.05,-0.10506411673635707,0.08017014563083648,0.36478423218184,9.717716596037075,68,0.0,,5.084461810926266,5.4485957008838115,12.680676638295662,16.73765596314938,0.8479339006180844
0.6020024771425324,0.0937570109963417,False,-0.26696403581721356,0.05625420659780502,0.05,-0.10390386647096506,0.06857473701238632,0.36986784902140507,9.973718246267174,69,0.0,,5.16966517037271,5.541760180100517,12.85167209089036,16.931496490713524,0.8537563519500644
0.475754017633336,0.07172631472349167,False,-0.2946681759579385,0.043035788834095,0.05,-0.10261259400541123,0.05625420659780502,0.3738878060751838,10.234246740470168,70,0.0,,5.255478173066002,5.635032151659879,13.024355652672433,17.12956343535394,0.8582826196079871
0.33061493193540564,0.04826189577579498,False,-0.3223031454809027,0.028957137465476988,0.05,-0.10118066648447055,0.043035788834095,0.37752189983971307,10.499221703637964,71,0.0,,5.341862645209557,5.728274805228896,13.19896458526324,17.331678407486663,0.8613771856226329
0.16437433416374797,0.023237433284521103,False,-0.3497896195967015,0.013942459970712662,0.05,-0.09982479627464169,0.028957137465476988,0.3817328087085217,10.769200212392443,72,0.0,,5.428792387200797,5.821794760294963,13.375778496638235,17.53763060510203,0.8628910981324509
0.02391879071450864,-0.003275189781561494,False,-0.3771121384979222,-0.001965113868936896,0.05,-0.09852267241931534,0.013942459970712662,0.38580289767944487,11.044256024657185,73,0.0,,5.516269476881213,5.915512639403428,13.555124483431236,17.747173176851003,0.8626742959003018
0.23432228562638185,-0.031082265079021454,False,-0.4042985275319589,-0.018649359047412873,0.05,-0.09741917580361914,-0.001965113868936896,0.3901127580466727,11.324718199501126,74,0.0,,5.604277997096705,6.009613794650366,13.737377969533162,17.960019357168036,0.8605837296779644
0.467178889900691,-0.060038335621356964,False,-0.4312975385486846,-0.036023001372814174,0.05,-0.09644395561366359,-0.018649359047412873,0.3929084700724046,11.609737376720014,75,0.0,,5.692823330340011,6.103708035847105,13.922962581726791,18.175840916316094,0.8564805030117615
0.7215680834327028,-0.08984815329313278,False,-0.45818535173946917,-0.05390889197587967,0.05,-0.09564378568764376,-0.036023001372814174,0.3981449532691225,11.901106032671677,76,0.0,,5.781865182203629,6.19844853934449,14.112347762655363,18.394262906297868,0.8502405781718183
0.9983986886868301,-0.12046065181493759,False,-0.4849807742259631,-0.07227639108896255,0.05,-0.09496873035514852,-0.05390889197587967,0.40244868897707076,12.198367064351366,77,0.0,,5.871447707820573,6.293648950328319,14.306047522742062,18.614864693250137,0.8417384272682433
1.287189620387176,-0.15155285596847534,False,-0.5115031923255068,-0.0909317135810852,0.05,-0.09436146412816626,-0.07227639108896255,0.401773403131675,12.498340700622563,78,0.0,,5.940649426738416,6.3882544997099435,14.50392084515797,18.83639220238751,0.8309046822689705
1.5860106214294913,-0.18250392377376556,False,-0.5377476603775623,-0.10950235426425933,0.05,-0.0935412187643152,-0.0909317135810852,0.40694731975364035,12.80505558225258,79,0.0,,6.005386519292122,6.483562418964819,14.706364794016185,19.05815359597515,0.8176997818322169
1.9036260884516174,-0.2134171575307846,False,-0.5636661159913559,-0.12805029451847075,0.05,-0.09236636266078779,-0.10950235426425933,0.41023174038251425,13.117368198742053,80,0.0,,6.07965772745318,6.516802516617569,14.914259053542239,19.279931800638202,0.8020440806908873
2.2276855595456473,-0.24383506178855896,False,-0.5890542969575135,-0.14630103707313538,0.05,-0.09054418865601255,-0.12805029451847075,0.41323246840360217,13.435165987605755,81,0.0,,6.147749876511409,6.090258565339881,15.127966803115912,19.500875388760875,0.7839261871176881
2.3818479268003445,-0.273404598236084,False,-0.6128868126877426,-0.16404275894165038,0.05,-0.08782192740593775,-0.14630103707313538,0.4003501427051197,13.747773300061912,82,0.0,,5.997749876511409,5.69311772207919,15.340331189973105,19.71261550340085,0.7640700079184839
2.495847121707173,-0.30079981684684753,False,-0.6349431430449071,-0.18047989010810853,0.05,-0.08387120467265152,-0.16404275894165038,0.3879880517611676,14.055385595241898,83,0.0,,5.847749876511409,5.348572762792511,15.551442591627628,19.914908416368807,0.742729773004092
2.5722944836868646,-0.325924277305603,False,-0.6549338652515762,-0.1955545663833618,0.05,-0.07836321677819225,-0.18047989010810853,0.37624298327433137,14.358188639041918,84,0.0,,5.697749876511408,5.046043700236309,15.76129788640038,20.107578184090826,0.7201568754617571
2.614174851715671,-0.34872758388519287,False,-0.6725123758385719,-0.2092365503311157,0.05,-0.07098268016478038,-0.1955545663833618,0.36520553249900545,14.656343491303833,85,0.0,,5.547749876511408,4.778451813468101,15.969810697568501,20.29051595851043,0.6965961985215094
2.624736861927152,-0.3692008852958679,False,-0.6872910875767171,-0.22152053117752074,0.05,-0.06144486858444065,-0.2092365503311157,0.354945743768877,14.949967295521777,86,0.0,,5.397749876511408,4.541020688941828,16.17682264809941,20.46367863249312,0.6722829483526862
2.607479100917899,-0.38738468289375305,False,-0.6988626950599072,-0.23243080973625183,0.05,-0.049517101441707734,-0.22152053117752074,0.34549837543156103,15.239110300103452,87,0.0,,5.247749876511407,4.330543430936943,16.38211513376842,20.62708668689652,0.647439166138629
2.5660782455759548,-0.40337055921554565,False,-0.7066814623718255,-0.2420223355293274,0.05,-0.03649170955862502,-0.23243080973625183,0.3214849985401224,15.513472265901415,88,0.0,,5.097749876511407,4.151475975393232,16.585421292298957,20.780821004510496,0.6222704318172423
2.5009991288626376,-0.41677334904670715,False,-0.7104137268606059,-0.25006400942802426,0.05,-0.01958542954473197,-0.2420223355293274,0.3276782349582658,15.792520623174653,89,0.0,,4.9477498765114065,3.989447029627764,16.78643777154463,20.92501860217762,0.5969963254933184
2.4215301691434723,-0.4286257326602936,False,-0.7098133484845491,-0.2571754395961761,0.05,-0.00015082804410049278,-0.25006400942802426,0.3205236543369392,16.06666560129825,90,0.0,,4.797749876511406,3.8503994022855594,16.984831419748662,21.05987396931667,0.5717602228257044
2.327939857184173,-0.43861517310142517,False,-0.7047128247584353,-0.26316910386085507,0.05,0.021205274406081553,-0.2571754395961761,0.3133194200716598,16.335177270766522,91,0.0,,4.647749876511406,3.7871337104133556,17.18025763591028,21.185621897026365,0.5467164928591992
2.241767528410461,-0.4467981159687042,False,-0.6950078852991204,-0.2680788695812225,0.05,0.039489945669088033,-0.26316910386085507,0.28691264707966313,16.584542556568934,92,0.0,,4.516927433445856,3.8241799807128847,17.3731837755726,21.303036070926005,0.5219013108417601
2.1849635852666793,-0.4531722664833069,False,-0.6814743465063736,-0.2719033598899841,0.05,0.057871761429292956,-0.2680788695812225,0.2986300623030968,16.839626747389474,93,0.0,,4.426283281554464,3.87411578806531,17.565035024159318,21.413367651342217,0.497219614638853
2.1550614420849388,-0.45842546224594116,False,-0.664525589702993,-0.2750552773475647,0.05,0.07257418505029278,-0.2719033598899841,0.2791674646646721,17.079151522544954,94,0.0,,4.369330997592042,3.9283600980202786,17.757047930490664,21.51757262827944,0.4725583856855806
2.1445701070846517,-0.462315171957016,False,-0.6444924970386777,-0.27738910317420956,0.05,0.08723190059385555,-0.2750552773475647,0.2945422178745988,17.325966475099243,95,0.0,,4.339340978995208,3.9911490497690916,17.9502368475627,21.61632860354424,0.44784760451551886
2.1522914531326567,-0.46533069014549255,False,-0.6216706975975741,-0.2791984140872955,0.05,0.09862874527600463,-0.27738910317420956,0.2812334719060204,17.560610753027508,96,0.0,,4.332282850221299,4.056772528316889,18.14548877057264,21.710128247982393,0.4230074506342607
2.1705300683053865,-0.467332124710083,False,-0.5964936486067259,-0.2803992748260498,0.05,0.10982179525114466,-0.2791984140872955,0.29811677705590656,17.80301676470347,97,0.0,,4.340769432086266,4.129950938843962,18.343397144298724,21.799223555184476,0.398005776365856
2.1902438553013033,-0.4685327112674713,False,-0.5689319573331929,-0.2811196267604828,0.05,0.11813034389463217,-0.2803992748260498,0.28878552237693134,18.03549888121245,98,0.0,,4.35454233755892,4.204907037249256,18.54410578421881,21.88361039826686,0.37285682056848124
2.2112875842049893,-0.4689512550830841,False,-0.5396549988591625,-0.28137075304985043,0.05,0.12507545525339836,-0.2811196267604828,0.293836946484876,18.267588993484473,99,0.0,,4.3733515392571345,4.283651955826054,18.74774881519072,21.96326606442678,0.3475754366646777
2.234153996313495,-0.4686971604824066,False,-0.5087383391268152,-0.28121829628944395,0.05,0.13156563429800539,-0.28137075304985043,0.30933982606219357,18.50625807028263,100,0.0,,4.397161962639821,4.368264658625789,18.95445969112078,22.038153961222225,0.32217093695218324
2.2589680749445433,-0.46778392791748047,False,-0.47637620968926425,-0.2806703567504883,0.05,0.13579458876933792,-0.28121829628944395,0.30426105324908054,18.73780611515465,101,0.0,,4.426063128789696,4.453370524842049,19.16437686159336,22.108224415701013,0.29665200501184463
2.285467050786335,-0.46631935238838196,False,-0.4430191450975719,-0.27979161143302916,0.05,0.1388600615092037,-0.2806703567504883,0.3103687243801119,18.969813118709762,102,0.0,,4.459313115188688,4.541043630334821,19.377603496402546,22.17340175728676,0.27102623046147833
2.3135803888506645,-0.4643147587776184,False,-0.4087717038696818,-0.278588855266571,0.05,0.14137788320883748,-0.27979161143302916,0.32391166746477784,19.2074046305012,103,0.0,,4.496853074902641,4.632862406461453,19.59423864253444,22.23359671059322,0.24530179216747472
2.3430206898320054,-0.4617401361465454,False,-0.373724000603653,-0.2770440816879272,0.05,0.14218925286900586,-0.278588855266571,0.3222468109935308,19.440613726434027,104,0.0,,4.538646250586409,4.724534295061919,19.81437752732788,22.288707016995964,0.2194899028895949
2.3739858141795507,-0.4587974548339844,False,-0.3383058114962739,-0.2752784729003906,0.05,0.14205248644784163,-0.2770440816879272,0.32871238229995914,19.675103870320427,105,0.0,,4.583938978237415,4.817743406591208,20.03807572987926,22.33861047945893,0.19359529755725724
2.405856813291547,-0.45542052388191223,False,-0.3027078542340948,-0.2732523143291473,0.05,0.1410351625388544,-0.2752784729003906,0.335137016930485,19.91111585710272,106,0.0,,4.63257244681473,4.9121737871420486,20.265377271494675,22.383173108047504,0.16762854969834606
