a_lat_kinematic_mps2,collision,cte,delta,dt,heading_error,previous_delta,s,step,success,termination_reason,v,v_ref,x,y,yaw
0.2901625866165502,False,0.057225389869170584,0.17335023880004882,0.05,0.08701932774916976,0.17562586069107056,1.5069477872963608,24,False,,2.035344810516876,2.4542182401570933,5.756947787296361,13.30722538986917,0.08701932774916976
0.29787745794422527,False,0.06628388964636045,0.16972339153289795,0.05,0.09416410756075422,0.17335023880004882,1.610782460686325,25,False,,2.0845810913671823,2.5376446168798648,5.860782460686325,13.31628388964636,0.09416410756075422
0.3064670494978151,False,0.0763274779340346,0.1663191497325897,0.05,0.10133673532775145,0.16972339153289795,1.717127499046474,26,False,,2.136365216859132,2.620380571802656,5.967127499046474,13.326327477934035,0.10133673532775145
0.3125355039716532,False,0.0872964131789189,0.16464473605155944,0.05,0.10854280150057471,0.1663191497325897,1.82499916398835,27,False,,2.168558381758603,2.5467121370635373,6.07499916398835,13.337296413178919,0.10854280150057471
0.31905109324010894,False,0.09916702625355889,0.16456755995750427,0.05,0.11582185668021738,0.16464473605155944,1.9339327664130916,28,False,,2.191569409532766,2.4248573693996134,6.183932766413092,13.349167026253559,0.11582185668021738
0.329189474047048,False,0.11193599223511619,0.166951847076416,0.05,0.12327002218134675,0.16456755995750427,2.043685950522561,29,False,,2.209869490662768,2.284050429462739,6.293685950522561,13.361935992235116,0.12327002218134675
0.34154481363543143,False,0.12566272781179677,0.1696341633796692,0.05,0.13091854321718355,0.166951847076416,2.1544763649520213,30,False,,2.232750698044343,2.132399961870712,6.404476364952021,13.375662727811797,0.13091854321718355
0.3047125066121637,False,0.13954927407745643,0.16674399375915527,0.05,0.13807990950063154,0.1696341633796692,2.259939794405538,31,False,,2.127474664411786,1.9819232867680256,6.509939794405538,13.389549274077456,0.13807990950063154
0.27141347871366217,False,0.15361671048840897,0.16099251508712767,0.05,0.14471896084673208,0.16674399375915527,2.361170444693892,32,False,,2.0440682302681816,1.8170445185779234,6.611170444693892,13.403616710488409,0.14471896084673208
0.24731056299441598,False,0.16788922426021458,0.1565206468105316,0.05,0.1509662359816284,0.16099251508712767,2.459103259606704,33,False,,1.9793474567254195,1.6494136277374372,6.709103259606704,13.417889224260215,0.1509662359816284
0.22402931651847696,False,0.1822770699116827,0.15180877447128296,0.05,0.1568205769216484,0.1565206468105316,2.553683187347631,34,False,,1.913360690927823,1.4630706329338394,6.803683187347631,13.432277069911683,0.1568205769216484
0.20004804340334376,False,0.19661909322097237,0.14719197750091553,0.05,0.1622666742689094,0.15180877447128296,2.6443872309020655,35,False,,1.8366183217782541,1.2601321755355388,6.8943872309020655,13.446619093220972,0.1622666742689094
0.18562586371396558,False,0.21114409390401434,0.1425522118806839,0.05,0.16742827171742247,0.14719197750091553,2.733113354261474,36,False,,1.798143555029049,1.0219788925287365,6.983113354261474,13.461144093904014,0.16742827171742247
0.17477278037137703,False,0.22592052745996768,0.13804493844509125,0.05,0.17067523096855775,0.1425522118806839,2.820544339712294,37,False,,1.7734181271767888,0.7951793325866058,7.070544339712294,13.475920846510611,0.1723558400582741
0.16881328489655104,False,0.24122042699297405,0.1317418187856674,0.05,0.17130878305868835,0.13804493844509125,2.9084541274098044,38,False,,1.7846379025837964,0.5784164123077684,7.158454127409804,13.491224451815421,0.17708546293169114
0.1506179432379393,False,0.2565681477114444,0.1157428354024887,0.05,0.16577254229489968,0.1317418187856674,3.0002710619232418,39,False,,1.7996522577583014,0.5133308582192972,7.247029529365881,13.507075912014905,0.18127010311950054
0.12123218684246677,False,0.27088288924674747,0.09124168753623962,0.05,0.14854836048579,0.1157428354024887,3.0968318832024107,40,False,,1.8200300529378075,0.7048229996767709,7.336540019101161,13.523481572969054,0.18460060270786682
0.10588856287641053,False,0.2833774050882265,0.07757437527179718,0.05,0.12575912706028314,0.09124168753623962,3.195278405056042,41,False,,1.84543687207174,0.9476329850541692,7.427244130861989,13.540418433117384,0.18746953213262518
0.08769188585376816,False,0.29386205543382704,0.06309068351984023,0.05,0.10208751872104438,0.07757437527179718,3.29513360065773,42,False,,1.8628535409943778,1.1403345386570747,7.518754854317896,13.557777747060188,0.1898232299388134
0.0862620552494487,False,0.30215236800265866,0.0619134172797203,0.05,0.07822770969128046,0.06309068351984023,3.3955527886599,43,False,,1.865133005454874,1.305245656270516,7.610336391743578,13.575373906380937,0.19213572065655748
0.07888697340931747,False,0.30815479594443745,0.05804932862520218,0.05,0.05440504548757774,0.0619134172797203,3.4951720159012196,44,False,,1.8421710374007818,1.4502405119792894,7.700750021541676,13.592962563928577,0.1942768620546067
0.07533737139036309,False,0.31190382899189145,0.057728822529315944,0.05,0.03094636586896149,0.05804932862520218,3.593185491574113,45,False,,1.8052505065700561,1.5798634159366747,7.789314486087712,13.610388380935321,0.1963634802584564
0.06965636185769014,False,0.3135169864354998,0.056147874891757966,0.05,0.007932451101571036,0.057728822529315944,3.6890783259339828,46,False,,1.76017308844338,1.6970665611093112,7.875631839550094,13.627559220881318,0.19834215958025236
0.06752452519027387,False,0.3131371408726471,0.05683685839176178,0.05,-0.014617016711157671,0.056147874891757966,3.7831178882183956,47,False,,1.7224702867787842,1.8045946675064009,7.960066867330643,13.644529365423642,0.20030226669236262
0.06988822004875803,False,0.31079811500227233,0.05794185698032379,0.05,-0.03726639183345348,0.05683685839176178,3.877745458172736,48,False,,1.7355318665707564,1.9066667764434324,8.045108491274036,13.661794919187624,0.20231571920783997
0.07900434960771632,False,0.3064508531753479,0.06424881219863891,0.05,-0.059848380894506725,0.05794185698032379,3.973039478174936,49,False,,1.7521201237757218,2.004197470919095,8.130927675552016,13.679398325966194,0.20457025497098913
0.08523299740207163,False,0.3000417999427686,0.06759514063596725,0.05,-0.0825011518262384,0.06424881219863891,4.069171293632388,50,False,,1.7741284953378826,2.09798533828892,8.217784427310825,13.697418716329151,0.20697236388322526
0.10432256838325349,False,0.2914914590645825,0.08024219870567321,0.05,-0.10491321417850985,0.06759514063596725,4.166276035525768,51,False,,1.8009056950602726,2.1256527844105824,8.305907927046945,13.7159228266971,0.20986875564514262
0.10799659953875931,False,0.2807864057618925,0.08093909919261932,0.05,-0.1274465716191564,0.08024219870567321,4.2640893719514095,52,False,,1.824403716491036,2.0327891591015805,8.3951265837718,13.734926868216691,0.2128285336417166
0.10591744252383088,False,0.2679749521732491,0.07856022119522095,0.05,-0.15003053224293073,0.08093909919261932,4.3618198123705145,53,False,,1.8340240688946956,1.8828174030263714,8.484758766640939,13.754296496693408,0.21571610323036605
0.10105585314969989,False,0.25315523273299884,0.07526893615722656,0.05,-0.17252246384465986,0.07856022119522095,4.458709884585822,54,False,,1.8303419464517114,1.7211875101530605,8.57415480559701,13.773885455862187,0.2184766762846415
0.0947355856480723,False,0.23665841888966732,0.07331820577383041,0.05,-0.19449727175392262,0.07526893615722656,4.553145006847068,55,False,,1.7956888148424972,1.5473086988417848,8.661804958066178,13.793345583598352,0.2211145382812476
0.08637865417069998,False,0.21878581401112732,0.07071748226881026,0.05,-0.21578643809291842,0.07331820577383041,4.644319166656059,56,False,,1.7460127916423547,1.3581570886379362,8.746980142926809,13.812492112145428,0.22358813568512037
0.08141144014136024,False,0.19937196519191813,0.06823800802230835,0.05,-0.23669710175969216,0.07071748226881026,4.733600653500252,57,False,,1.725687457850047,1.1422842077828013,8.831116736539908,13.83162393434397,0.22594694752474487
0.07921182101819028,False,0.17813654943874146,0.06577696949243546,0.05,-0.2575282827539054,0.06823800802230835,4.822291130630637,58,False,,1.7338622285897738,0.8731560827217322,8.915606317142888,13.851045734952004,0.22823120689991505
0.07722781100859814,False,0.15501799441287317,0.06321408748626708,0.05,-0.2770482676450996,0.06577696949243546,4.910506556723632,59,False,,1.7464671397642078,0.569937455915682,9.000665215032301,13.870803077018408,0.23044217924661003
0.07547433898807267,False,0.129999057818532,0.060527090728282926,0.05,-0.2895418447801079,0.06321408748626708,4.996764568800408,60,False,,1.7645312799991668,0.4692712704972072,9.086559553299107,13.890954733251734,0.23258083045227496
0.0747307969019874,False,0.1038116517183976,0.058449205756187436,0.05,-0.2913681085552642,0.060527090728282926,5.082180865356166,61,False,,1.7868291381279784,0.6836692546447387,9.17349547197347,13.911547012542831,0.23467198722007554
0.07505097329648844,False,0.07741523750205948,0.05700191259384155,0.05,-0.2932766236849673,0.058449205756187436,5.168917632761081,62,False,,1.8132934386237443,0.9013816682349,9.26167508549267,13.932628722530264,0.23674145296946492
0.07520895904669733,False,0.050763437388318663,0.055279907584190366,0.05,-0.2913220870857791,0.05700191259384155,5.257145837543696,63,False,,1.8433159884893875,1.0671317047668252,9.351270139460622,13.954244940701612,0.23878149817919425
0.07502994154289577,False,0.023808681490565482,0.05319365411996841,0.05,-0.2893233661449983,0.055279907584190366,5.347039019128206,64,False,,1.8769489029691908,1.2347843600131467,9.442454841172143,13.976441632677536,0.2407802191199777
0.07496292944798452,False,-0.003488888490807349,0.05113460272550583,0.05,-0.28736465634916186,0.05319365411996841,5.438741291640982,65,False,,1.9135792756920675,1.3696027723832551,9.535373679171773,13.99925727765404,0.24273892891580973
0.07454632504635342,False,-0.031169293797628526,0.04880850166082382,0.05,-0.28545641462506666,0.05113460272550583,5.532400138936151,66,False,,1.953272588719743,1.505358139379458,9.630174131496702,14.022731918303018,0.2446471706399005
0.07399970433228054,False,-0.059266211940301704,0.046422837674617766,0.05,-0.2836022986210791,0.04880850166082382,5.62814006977261,67,False,,1.9955521707724038,1.6242881352592986,9.726980646778031,14.046899453650498,0.2465012866438845
0.0731485369783447,False,-0.08781346167069594,0.04389577209949493,0.05,-0.2818098211728759,0.046422837674617766,5.726086243187124,68,False,,2.040431165583946,1.7430697283962642,9.825918306092046,14.071793989661026,0.24829376409208637
0.07635882468660192,False,-0.11684087836072705,0.043775372207164764,0.05,-0.27998094918294747,0.04389577209949493,5.826348526131267,69,False,,2.0875934758346153,1.8533175992325979,9.927096983109278,14.097445336953335,0.2501226360820237
0.08126983882935405,False,-0.1463669393298005,0.0444622278213501,0.05,-0.2780794179325423,0.043775372207164764,5.929035831975123,70,False,,2.1369577494952434,1.961634304874338,10.03061998590403,14.123892623206881,0.25202416733243194
0.10043942107094413,False,-0.17640355388684442,0.05238404721021652,0.05,-0.27578458868679334,0.0444622278213501,6.034251703219569,71,False,,2.1883855031302293,2.0665446894052493,10.136582667872675,14.151177927049575,0.2543189965781769
0.12163363910507477,False,-0.20692412444286074,0.06043947637081146,0.05,-0.27307157596492493,0.05238404721021652,6.142099823330556,72,False,,2.2416710051690014,2.1678520885021326,10.245061034067685,14.17937662039164,0.25703200930003955
0.13958130624069862,False,-0.23789584038647282,0.06605044305324555,0.05,-0.27003301748990616,0.06043947637081146,6.25268631552301,73,False,,2.2968342947564486,2.268726867861757,10.3561300530012,14.20857066905005,0.26007056777505344
0.1364865141560409,False,-0.26928860425598977,0.06151971369981765,0.05,-0.26713349681385257,0.06605044305324555,6.366102068249315,74,False,,2.353604774794736,2.365871245414075,10.469852921152476,14.238831995017183,0.26297008845111813
0.13182158049283002,False,-0.3011231407486276,0.05658575892448425,0.05,-0.2644008798018378,0.06151971369981765,6.482424689696222,75,False,,2.4120024854035202,2.4622747936176417,10.586307074227022,14.27018195842501,0.2657027054631351
0.12585209437845668,False,-0.3334229566359188,0.0514444962143898,0.05,-0.2618552727580181,0.05658575892448425,6.601726919687336,76,False,,2.4719466165113917,2.5581842127405823,10.705567154407118,14.30263705760283,0.268248312506949
0.11574577222762823,False,-0.366212458129936,0.04506040066480636,0.05,-0.2595707413629724,0.0514444962143898,6.724071655886096,77,False,,2.533249761375298,2.6514698387559927,10.827699767282677,14.336208038463672,0.2705328439020054
0.10071552056873352,False,-0.399526838422939,0.03734621778130531,0.05,-0.25763087192404033,0.04506040066480636,6.849520272638806,78,False,,2.595935544613984,2.7444196936810727,10.952775658336774,14.370895570178966,0.27247271334093837
0.07250767204344365,False,-0.4334100701567529,0.025619177520275115,0.05,-0.2562677895961283,0.03734621778130531,6.978116049221827,79,False,,2.6596952568079995,2.8369895563181227,11.080854400534939,14.406683598130414,0.2738357956688451
0.047095215465480414,False,-0.4678283633225921,0.01596251204609871,0.05,-0.25540071301332334,0.025619177520275115,7.109468962331835,80,False,,2.7157471669457776,2.9281333202247075,11.21158241444319,14.44340407016631,0.2747028722516487
0.04069052733831515,False,-0.5026840531919865,0.013359210267663001,0.05,-0.2546634032744617,0.01596251204609871,7.242963108799484,81,False,,2.7593916907461464,3.01767199952778,11.344378945202445,14.480829832358994,0.27544018199050857
0.03582001969843891,False,-0.5378267541049873,0.011503781005740165,0.05,-0.2540214657071167,0.013359210267663001,7.377963611226786,82,False,,2.7899924790640687,3.1058989681678315,11.4786202109483,14.518769622211282,0.276082119557854
0.025100962803678538,False,-0.5731944730257656,0.007920026779174805,0.05,-0.25357559077577996,0.011503781005740165,7.514187150297903,83,False,,2.8147986172171855,3.1926645259692576,11.614030431522451,14.5571336718252,0.2765279944891925
0.013267063706364638,False,-0.6089836312555346,0.004074139147996902,0.05,-0.253343099565857,0.007920026779174805,7.6522870427026835,84,False,,2.8532398517480164,3.2781103490626635,11.751272574040836,14.596082849556836,0.27676048569911016
0.0013905125117870164,False,-0.6452576220562519,-0.00041492634918540713,0.05,-0.25336711956404656,0.004074139147996902,7.792391885795941,85,False,,2.8944892099847626,3.362289367522583,11.890489639548807,14.63562748431485,0.27673646570091837
0.027916591344452808,False,-0.6820179668522033,-0.008112619444727897,0.05,-0.25384302044700036,-0.00041492634918540713,7.934361170809231,86,False,,2.933025798502536,3.394393199318481,12.031561172712673,14.675695219058657,0.2762605648179681
0.09698143175420885,False,-0.7191647738830262,-0.027694708853960037,0.05,-0.2554820931765418,-0.008112619444727897,8.077542145475324,87,False,,2.9584236869601845,3.3462549460222495,12.173873500903039,14.716042189501989,0.274621492088432
0.17799675685302585,False,-0.756915259484851,-0.049812568724155425,0.05,-0.2584609883421516,-0.027694708853960037,8.222074978398917,88,False,,2.9876304293597884,3.214480639863564,12.317657384755504,14.756551863660045,0.27164259692282133
0.20465681465227176,False,-0.7953860196861027,-0.05640032887458801,0.05,-0.2618602480198837,-0.049812568724155425,8.36759124635147,89,False,,3.010314510432507,3.0758031126064242,12.462653918998207,14.7969373646091,0.26824333724508653
0.21336416540158343,False,-0.8344352325101317,-0.05854234546422958,0.05,-0.2653965070360873,-0.05640032887458801,8.513289423135053,90,False,,3.0168062410594962,2.929536366591709,12.60809987472411,14.836915780075673,0.2647070782288852
0.20992781069900718,False,-0.8723531101134133,-0.06269921958446502,0.05,-0.26902687684112925,-0.05854234546422958,8.652791698398845,91,False,,2.891273092996403,2.782478506923052,12.747628258509401,14.874737471787924,0.261076708423841
0.2058524204075093,False,-0.9091164941125589,-0.06714908927679061,0.05,-0.2727475778192239,-0.06269921958446502,8.78613210289182,92,False,,2.766312337637725,2.6349360291578834,12.881256721138081,14.910439626469572,0.2573560074457424
0.2051732041493175,False,-0.944700273729118,-0.07335711568593979,0.05,-0.27663061405033673,-0.06714908927679061,8.913344959389198,93,False,,2.6419172000668083,2.4874497814607985,13.009002178165886,14.944061262937467,0.2534729712146273
0.24811840916019218,False,-0.979148744318751,-0.09716801047325134,0.05,-0.28154847297511143,-0.07335711568593979,9.034680906235211,94,False,,2.522626339590208,2.3342452444409028,13.131103265740212,14.975690893604813,0.24855511228985883
0.3082383006308482,False,-1.0126838961778195,-0.13147823810577391,0.05,-0.2879329679690059,-0.09716801047325134,9.15062658248561,95,False,,2.4139599210735163,2.179632813636464,13.248092077329446,15.005383051059466,0.24217061729596967
0.32139843779318367,False,-1.0456544397865142,-0.14792287051677702,0.05,-0.2948533726692055,-0.13147823810577391,9.261952223702362,96,False,,2.322107244566785,2.0230715460945135,13.360809453223757,15.033226332289852,0.2352502125957736
0.31171728641964297,False,-1.0783020489405448,-0.15314891338348388,0.05,-0.30178993760053174,-0.14792287051677702,9.369449614639441,97,False,,2.246913922850934,1.8522918164005255,13.470060705201238,15.05941257644793,0.22831364766443585
0.29451379546982126,False,-1.1105215951131524,-0.15538750290870665,0.05,-0.3085822628229882,-0.15314891338348388,9.472950083438525,98,False,,2.1679895015608524,1.6785766891611935,13.575647155452463,15.083947199341722,0.22152132244197098
0.26879432309248036,False,-1.141957014788234,-0.15554362535476685,0.05,-0.315074543922536,-0.15538750290870665,9.571566366262045,99,False,,2.0701069390809206,1.4874566036914212,13.676623279130526,15.106688775694954,0.21502904134242984
0.2424308378183877,False,-1.1723237561902349,-0.15649958252906798,0.05,-0.32125945589882665,-0.15554362535476685,9.664735341040362,100,False,,1.9598568156497995,1.28251512735037,13.772359364182496,15.127598076581032,0.20884412936614316
0.22787566190166456,False,-1.2022460231823615,-0.1572917103767395,0.05,-0.3272712360433676,-0.15649958252906798,9.754649306649268,101,False,,1.8952428101399226,1.0460251684848991,13.865062438417933,15.14724504328754,0.2028323492216022
0.22148221735236495,False,-1.2322173467643318,-0.15790066123008728,0.05,-0.33158276162357314,-0.1572917103767395,9.84294040124297,102,False,,1.8647997622211958,0.819125398471953,13.956391001786773,15.166027718707575,0.19689385057313213
0.22108188986569974,False,-1.262618834765065,-0.15839894413948058,0.05,-0.3334486851970979,-0.15790066123008728,9.930831371198073,103,False,,1.860131505609932,0.6012910174802966,14.04760059196291,15.184222050388293,0.1909512091738832
0.22407386554131756,False,-1.2932110199880178,-0.15879905819892884,0.05,-0.32813799103436114,-0.15839894413948058,10.035632308836297,104,False,,1.8702753592450592,0.5325418297692136,14.139414667385251,15.201970299677694,0.18496081143823195
0.22950569272330518,False,-1.3225091384339245,-0.1597470223903656,0.05,-0.30623726181399435,-0.15879905819892884,10.158819531174117,105,False,,1.887087928464306,0.8022058032227342,14.23215970412786,15.219322829291599,0.17887986287029545
0.2375634176421048,False,-1.3492663333002186,-0.16115042567253113,0.05,-0.2706703474434291,-0.1597470223903656,10.319127878732958,106,False,,1.9114055898269129,1.1363963032861746,14.326205027273142,15.2363274026927,0.1726654984542213
0.2507031264403879,False,-1.373680466944054,-0.16414645314216614,0.05,-0.24346482038241168,-0.16115042567253113,10.448236099429394,107,False,,1.9452324102911933,1.345302595108232,14.42202039773162,15.253037806907528,0.1662214580117003
0.26246037416247237,False,-1.3953836719190165,-0.16542068123817444,0.05,-0.20634318881435787,-0.16414645314216614,10.616063808887839,108,False,,1.98250164592472,1.575531178163772,14.51977923824762,15.269438753258353,0.15960203414635332
0.28283258406760176,False,-1.4143776803628694,-0.17024361491203308,0.05,-0.17795726719830007,-0.16542068123817444,10.751730104483078,109,False,,2.028089673219423,1.7396109613483823,14.619894932616063,15.285554492387321,0.15262915252769638
0.30433346496908026,False,-1.4300664607931175,-0.17469542026519774,0.05,-0.13952250773385444,-0.17024361491203308,10.927318344144181,110,False,,2.076248019788899,1.930902398989879,14.722500490082876,15.301337843619491,0.1453002240454424
0.3607773754571043,False,-1.4425048267009055,-0.19595244526863098,0.05,-0.10115317487288333,-0.17469542026519774,11.107004949743418,111,False,,2.131620271229192,2.108959037332495,14.827958404207754,15.316769654926592,0.13683770892662483
0.4263613832396923,False,-1.4513804538187995,-0.2183137893676758,0.05,-0.06300821408490931,-0.19595244526863098,11.290677092324215,112,False,,2.191945002320209,2.276640637381226,14.936531174334238,15.33171993318664,0.12711206839302625
0.4537238177777727,False,-1.4562825560093953,-0.2191257119178772,0.05,-0.033940812971683165,-0.2183137893676758,11.440772665672737,113,False,,2.2568574631259004,2.4048992573670764,15.048463646180874,15.34602502907831,0.11705995333500807
0.469696340530337,False,-1.4568786675783838,-0.2149719715118408,0.05,0.00565958503790176,-0.2191257119178772,11.631569074012292,114,False,,2.3190287000410312,2.558652980116107,15.163621544807429,15.35956732072157,0.10693294756483329
0.4899932706189909,False,-1.4528665785090904,-0.2139257848262787,0.05,0.04576308203747281,-0.2149719715118408,11.825026739224018,115,False,,2.374570865805127,2.70566160534492,15.281671924699129,15.372239131927994,0.09661543551086371
0.5173496918409836,False,-1.4439392724023965,-0.21616639494895934,0.05,0.08605940223777164,-0.2139257848262787,12.02053347351443,116,False,,2.42688034105898,2.846528850968588,15.402450036728172,15.383944606256113,0.08595669632442249
0.544237744844102,False,-1.4298675717637512,-0.21837742924690245,0.05,0.126395690870019,-0.21616639494895934,12.217463709486484,117,False,,2.476108683685783,2.981701583045324,15.525798380906748,15.394573412490306,0.0749669173129055
0.5705611289017647,False,-1.4104812963381472,-0.22053675055503844,0.05,0.16661835309414563,-0.21837742924690245,12.415185608098401,118,False,,2.522433227361566,3.0876733135299497,15.651565803915872,15.404019510938236,0.06365718029563361
0.5961542849782038,False,-1.3856805376383032,-0.2227894127368927,0.05,0.20655587255090735,-0.22053675055503844,12.613009575750677,119,False,,2.56488062051744,3.097114125728895,15.779550085095174,15.412177651950893,0.052035698184354384
0.6232045176821801,False,-1.3553955008873104,-0.22543106675148009,0.05,0.24604432579046875,-0.2227894127368927,12.810389702017943,120,False,,2.6064881376930065,3.0971141257294694,15.909698091185714,15.418956113464583,0.040080828552111036
0.6495117439270358,False,-1.3196349348302248,-0.22805228233337402,0.05,0.28492355505033906,-0.22543106675148009,13.006671469468882,121,False,,2.645059723097943,3.097114125728296,16.041844861147563,15.424255503574493,0.027803000980673342
0.6222242951923959,False,-1.2784546135426396,-0.21307471990585328,0.05,0.3240317156941379,-0.22805228233337402,13.201241442139244,122,False,,2.68136562811454,3.097114125729249,16.175861328040313,15.427982523921868,0.016200251085838335
0.596766436546373,False,-1.2318354260028745,-0.19962753653526305,0.05,0.3631387977568794,-0.21307471990585328,13.393449101392868,123,False,,2.715503246610574,3.0636405811531793,16.311618673791425,15.430182019430982,0.005212114038106286
0.6114495617668964,False,-1.179899070003944,-0.20035732984542845,0.05,0.4012565504015977,-0.19962753653526305,13.58245641780543,124,False,,2.7435604066228274,2.889534800751272,16.44879483082863,15.430897003679233,-0.0059312447939223745
0.616219220368782,False,-1.1232698991625731,-0.20084120035171507,0.05,0.43810652673175987,-0.20035732984542845,13.766819120128261,125,False,,2.7508298059353167,2.691291173853863,16.586333901800725,15.43008121621417,-0.017131850862665665
0.5695186721384531,False,-1.0650551114910236,-0.2018104076385498,0.05,0.4655264180093579,-0.20084120035171507,13.91344182280658,126,False,,2.6380068460539183,2.5227713046412457,16.718214888180903,15.427821629756446,-0.02792633900037389
0.5086776852006308,False,-1.0058028415245528,-0.19820818305015564,0.05,0.49833782722900555,-0.2018104076385498,14.078115832996822,127,False,,2.5162891673870864,2.318192683553015,16.843980289622905,15.424308549212874,-0.03803403432795127
