index,kappa,s,v_ref,x,y,yaw
0,-0.046015071352421645,0.0,0.0,4.25,13.25,-0.004902607926928675
1,-0.06685525276438353,0.10022040701677981,0.6331521365889238,4.350219202592164,13.249508660606395,-0.009514257106774537
2,-0.08361048850467086,0.20086560155006045,0.8963606451647917,4.450854328051512,13.248085036209542,-0.01834927131028451
3,-0.07537089099674706,0.3019086605570916,1.0989243114192926,4.551871652902324,13.245804717485377,-0.02637418314945617
4,-0.0673689847686883,0.4033206809097479,1.27015066966049,4.653237453668885,13.242743295109841,-0.03360549711631868
5,-0.05958258042623918,0.5050709865718779,1.4213669288004107,4.754918006875477,13.238976359758874,-0.04005835449473891
6,-0.051989026013728096,0.6071273268746368,1.5583675136175508,4.856879589046382,13.234579502108415,-0.04574647157772229
7,-0.04456537640270172,0.7094560666881378,1.684584300874418,4.9590884767058805,13.2296283128344,-0.050682092178012575
8,-0.037288518141965404,0.8120223693220981,1.8022456761741428,5.0615109463782595,13.224198382612771,-0.05487595166967589
9,-0.030135257369494683,0.9147903730103049,1.912893486852109,5.164113274587798,13.218365302119468,-0.05833725021221917
10,-0.023082377572990753,1.017723361846997,2.017645520746394,5.266861737858778,13.212204662030427,-0.061073633189963755
11,-0.016106673242749725,1.1207839320500923,2.117341665438143,5.369722612715484,13.205792053021588,-0.06309117725154934
12,-0.009184964806252915,1.2239341544288838,2.2126311526586475,5.472662175682197,13.199203065768893,-0.06439438065645085
13,-0.0022940997028997323,1.3271357339340082,2.3040275466530415,5.575646703283201,13.192513290948277,-0.06498615693281425
14,0.004589055966769617,1.4303501671663665,2.3919449551913745,5.678642472042777,13.185798319235685,-0.0648678311287698
15,0.011487631073309523,1.5335388987203586,2.476722752930056,5.781615758485208,13.179133741307048,-0.06403913819954365
16,0.018424764399856408,1.63666347723576,2.558642981922848,5.884532839134777,13.172595147838312,-0.06249822332569452
17,0.025423616961117168,1.7396857120323326,2.63794291980121,5.987359990515765,13.166258129505414,-0.06024164420246917
18,0.03250737768427758,1.8425678312017693,2.7148243635283444,6.090063489152454,13.160198276984291,-0.057264375589912014
19,0.03969925822594561,1.9452726420327642,2.789460623154781,6.1926096115691305,13.154491180950885,-0.05355981666536179
20,0.047022472360995604,2.047763694646319,2.8620018830506173,6.294964634290072,13.149212432081134,-0.0491198019880186
21,0.054500194923839645,2.150005449719248,2.93257937639836,6.397094833839565,13.14443762105098,-0.04393461716695675
